,Abstract,Class
417,"In the era of the Internet of Things (IoT), billions of smart devices connect, interact, and exchange data with each other. As “things” get connected together, intelligent systems and technologies have been developed to exploit the rich information in the collected data, perceive what is happening in the surroundings, and finally take actions to maximize their own utility. Thanks to the ubiquitous wireless signals and the prevalence of wireless devices, wireless sensing becomes more popular among the various approaches that have been adopted in the IoT to measure the surrounding environment. Because human activities interact with wireless signals and introduce distinct patterns to the propagation, analyzing how wireless channel state information (CSI) responds to human activities enables many IoT applications. Recently, radio analytics has been proposed as a promising technique that exploits multipath as virtual antennas, extracts various features from wireless signals, and reveals rich environmental information. As automobiles continue to play an important role nowadays, manufacturers have been seeking emerging techniques for IoT applications that support drivers and enhance safety. The interior of an automobile can be viewed as a special indoor environment where most of the multipaths are restricted inside by the metal exterior. In this article, we introduce the concept of wireless artificial intelligence (AI) and demonstrate its concept in a smart car scenario where information about drivers and passengers is collected by commercial Wi-Fi devices deployed in the car. The proposed wireless AI system is capable of identifying authorized drivers based on radio biometric information. Vital signals of human introduce periodic patterns to the wireless CSI. By extracting the vital sign from wireless signals, the proposed wireless AI system can monitor the driver's state, count number of people in the car, and detect a child left in an unattended car.",4
418,"Wireless power transfer (WPT) has emerged as a promising paradigm to charge devices due to the high reliability and efficiency of continuous power supply. Recent studies usually focus on relatively general charging patterns and metrics but neglect the collaborated task execution of nodes that incur charging inefficiency. In this article, we respect the energy requirement diversity among nodes to investigate the collaborated and tasks-driven mobile charging problem. Our goal is to maximize the overall task utility that concerns sensor selection and task cooperation. To address this problem, we propose a  $(1-1/e)/4$ -approximation algorithm. First, we propose a novel energy allocation scheme with a specific theoretical analysis of the submodularity and gap property for the surrogate function. Then, we approximate the traveling cost to transform the formulated problem into an essentially monotone submodular function optimization subject to a general routing constraint and propose a greedy algorithm to address this problem. We conduct extensive simulations to validate our theoretical results and the results show our algorithm can achieve a near-optimal solution covering at least 84.9% of the optimal result achieved by the OPT algorithm. Furthermore, field experiments in an office room and a soccer field environment are implemented, respectively, to validate our proposed algorithm.",4
419,"In this study, adversarial graph bandit theory is used to rapidly select the optimal attack node in underwater acoustic sensor networks (UASNs) with unknown topology. To ensure the flexibility and elusiveness of underwater attack, we propose a bandit-based hybrid attack mode that combines active jamming and passive eavesdropping. We also present a virtual expert-guided online learning algorithm to select the optimal node without priori topology information and complex calculation. The virtual expert mechanism is proposed to guide the algorithm learning. The expert establishes a virtual topology configuration, which addresses the blind exploration and energy consumption of attackers to a large extent. With the acoustic broadcast characteristic, we also put forward an expert self-updating method to follow the changes of real networks. This method enables the algorithm to commendably adapt to the dynamic environments. Simulation results verify the strong adaptability and robustness of the proposed algorithm.",4
420,"Wireless sensor network enhances the classic features of wireless communication with cognitive capabilities for efficient spectrum usage. This work focuses on the dynamic correlation between the secondary users (SUs) based on their statistical behaviour while performing the cooperative communication in cognitive radio sensor network. The proposed approach addresses the problem of uneven and repetitive communication between the SUs in a cooperative communication scenario. The authors' objective is to use a novel approach based on the Gaussian copula theory and advanced particle swarm optimisation algorithm to analyse the dependencies of time-varying spectrum sensing behaviour of multiple SUs. Here, time delay in prediction reduces due to the analysis of the dynamic correlation between the time delay in spectrum sensing results for the same set of channels. The simulation results show the performance of the proposed approach outperforming the other well-known techniques.",4
421,"Motivated by new wireless applications that rely on ultrareliable low-latency communications while supporting the transmission of short packets, we introduce a method that reduces the wireless resources consumption for real-time control of physical systems. Leveraging the tight interaction between control and communication systems, we make use of packetized predictive control along with incremental redundancy hybrid automatic repeat request, aiming at minimizing the energy consumption of a packet by optimizing the transmit power and prediction length of the controller. Our results show that the proposed strategy can save up to 45% of wireless resources when compared to a state-of-the-art method.",4
422,"Certificateless aggregate signature (CLAS) schemes reduce the trust on the key generation center of identity-based signatures and thus partially address the inherent key escrow issue in identity-based cryptosystems while retaining the advantage of implementation efficiency. In the past few years, a number of new CLAS schemes were proposed to overcome the communicational and computational limitations of sensors and attain integrality, validity, and availability of patients' medical data in healthcare wireless medical sensor networks (HWMSNs). However, many of these schemes do not provide enough security guarantees. In this article, we first review a most recent CLAS scheme for HWMSNs and show that it is insecure for medical applications by presenting attacks due to a type I adversary and a type II adversary. Then, we put forth an improved construction which is provably secure under the CLAS security model in the random oracle model. Our detailed analyses demonstrate that the proposed scheme not only overcomes the security flaws but also has higher implementation efficiency and lower communication cost.",4
423,"IEEE 802.15.4 has been widely accepted as the de facto standard for wireless sensor networks (WSNs). However, as in their current solutions for medium access control (MAC) sub-layer protocols, channel efficiency has a margin for improvement, in this study, the authors evaluate the IEEE 802.15.4 MAC sub-layer performance by proposing to use the request-/clear-to-send (RTS/CTS) combined with frame concatenation and block acknowledgement (BACK) mechanism to optimise the channel use. The proposed solutions are studied in a distributed scenario with single-destination and single-rate frame aggregation. The throughput and delay performance is mathematically derived under channel environments without/with transmission errors for both the chirp spread spectrum and direct sequence spread spectrum physical layers for the 2.4 GHz Industrial, Scientific and Medical band. Simulation results successfully verify the authors' proposed analytical model. For more than seven TX (aggregated frames) all the MAC sub-layer protocols employing RTS/CTS with frame concatenation (including sensor BACK MAC) allow for optimising channel use in WSNs, corresponding to 18-74% improvement in the maximum average throughput and minimum average delay, together with 3.3-14.1% decrease in energy consumption.",4
424,"Underlay cognitive radio (CR) holds the promise to address spectrum scarcity and let industrial wireless sensor networks obtain spectrum extension from shared frequency band resources. However, underlay CR devices should be capable of properly adjusting wireless transmission parameters according to the sensing of wireless environments. To realize the goal, in this article, two different signal-to-noise ratio (SNR) estimation methods are proposed for time-frequency overlapped signal estimations in the underlay CR-based industrial Internet of Things (IoT). In the first method, normalized higher order cumulant equations and the theoretical value of normalized higher order cumulants are adopted to estimate the SNR of component signals and the SNR of received signals. In the second one, the power of each component signals and the received signals is estimated based on the second-order time-varying moments. For the performance analysis, the Cramer-Rao lower bound of the SNR estimation for the time-frequency overlapped signals is derived. Simulation results show that the proposed method based on normalized higher order cumulants not only can effectively estimate the SNR of the time-frequency overlapped signals, but also has the strong robustness to the spectrum overlapped rate and the hybrid power ratio. The proposed method with second-order time-varying moments is able to accurately estimate the SNR of the time-frequency overlapped signals effectively, especially in the low-SNR region. These features are extremely useful in the industrial IoT, which usually operate in low-SNR regimes.",4
425,"People counting and occupancy sensor systems are used in diverse smart building applications like lighting controls, HVAC controls and workspace management. Anomalies in people counting and occupancy sensor data can result in undesirable application behavior. We address the problem of anomaly classification of sensor data using 3-class random forest classifiers in this work. We specifically consider sensor deployment scenarios where sensor fields-of-view may overlap. Depending on the sensor type, we devise signal features in time, frequency and spatio-temporal domains. The proposed random forest classifiers are evaluated using people counting and binary occupancy sensor data in an office environment, and are shown to have higher true positive rate and a lower false positive rate in comparison to an unsupervised k -means method and a random forest classifier with a single signal energy feature.",4
426,"Network resource allocation is an important issue for designing energy-harvesting wireless sensor networks (EH-WSNs). This article considers the capacity assignment problem in EH-WSNs with the interference channel for fixed data and energy flow topologies. We focus on the optimal data rates, power allocations, and energy transfers, minimizing the total network delay for the network. We first consider a simplified model where the data flow is fixed on each data link and optimizes transmit power at each sensor node for a single energy harvest in a time slot. However, the optimization problem is nonconvex, making it difficult to find the optimal solution. Unlike the most traditional methods that approximate the original optimization problem as a convex optimization problem by considering the relatively high signal-to-interference-plus-noise ratio (SINR), this article aims to directly solve the original nonconvex formulation by employing a powerful evolutionary algorithm, i.e., negatively correlated search (NCS). Then, we investigate the joint optimization problem of capacity and flow for the entire EH-WSNs, and develop a novel multiobjective NCS algorithm (MOEA/D-NCS) to deal with the complicated nonlinear constraints and optimize the data rates, power allocations, and energy transfer simultaneously, so as to minimize the total network delay. The numerical results demonstrate that solving the nonconvex problem with approximated approach is a good alternative for solving the approximated convex problem with accurate optimization approaches; the joint optimization of capacity and flow is a good solution for EH-WSNs; and the scheme of partial transmission for data flow is an advantage in respect of decreasing the network delay. The solution of this article could also be beneficial to other complex optimization problems in the wireless network design.",4
427,"Maximizing the lifetime of wireless sensor networks (WSNs) is an important and challenging research problem. Properly scheduling the movements of mobile sinks to balance the energy consumption of wireless sensor network is one of the most effective approaches to prolong the lifetime of wireless sensor networks. However, the existing mobile sink scheduling methods either require a great amount of computational time or lack effectiveness in finding high-quality scheduling solutions. To address the above issues, this paper proposes a novel hyperheuristic framework, which can automatically construct high-level heuristics to schedule the sink movements and prolong the network lifetime. In the proposed framework, a set of low-level heuristics are defined as building blocks to construct high-level heuristics and a set of random networks with different features are designed for training. Further, a genetic programming algorithm is adopted to automatically evolve promising high-level heuristics based on the building blocks and the training networks. By using the genetic programming to evolve more effective heuristics and applying these heuristics in a greedy scheme, our proposed hyper-heuristic framework can prolong the network lifetime competitively with other methods, with small time consumption. A series of comprehensive experiments, including both static and dynamic networks, are designed. The simulation results have demonstrated that the proposed method can offer a very promising performance in terms of network lifetime and response time.",4
428,"Wireless sensor networks (WSNs) is a virtual layer in the paradigm of the Internet of Things (IoT). It inter-relates information associated with the physical domain to the IoT drove computational systems. WSN provides an ubiquitous access to location, the status of different entities of the environment, and data acquisition for long-term IoT monitoring. Since energy is a major constraint in the design process of a WSN, recent advances have led to project various energy-efficient protocols. Routing of data involves energy expenditure in considerable amount. In recent times, various heuristic clustering protocols have been discussed to solve the purpose. This article is an improvement of the existing stable election protocol (SEP) that implements a threshold-based cluster head (CH) selection for a heterogeneous network. The threshold maintains uniform energy distribution between member and CH nodes. The sensor nodes are also categorized into three different types called normal, intermediate, and advanced depending on the initial energy supply to distribute the network load evenly. The simulation result shows that the proposed scheme outperforms SEP and DEEC protocols with an improvement of 300% in network lifetime and 56% in throughput.",4
429,"General hardware architecture of an energy-harvested wireless sensor network node (EH-WSN) can be divided into power, sensing, computing and communication subsystems. Interrelation between these subsystems in combination with constrained energy supply makes design and implementation of EH-WSN a complex and challenging task. Separation of these subsystems into distinct hardware modules simplifies the design process and makes the architecture and software more generic, leading to more flexible solutions. From the other hand, tightly coupling these subsystems gives more room for optimizations at the price of increased complexity of the hardware and software. Additional engineering effort could be justified by a smaller, cheaper hardware, and more energy-efficient a wireless sensor node. The aim of this paper is to push further technical and economical boundaries related to EH-WSN by proposing a novel architecture which - by tightly coupling software and hardware of power, computing, and communication subsystems - allows the wireless sensor node to be powered by a thermoelectric generator working with about 1.5°C temperature difference while keeping the cost of all electronic components used to build such a node below 9 EUR (in volume).",4
430,"Persistent sensing requires sensor nodes to keep functioning for a longer duration. Different amounts of incoming packets on some sensor nodes after deployment lead them to deplete their energy faster compared to other nodes without sending the information about their death to the sink node. It results in the formation of energy holes in the network and hence packet loss problem starts. In this study, this problem is overcome by prior notification to the sink about scarcity of resources by setting a dynamic threshold and also, packet delivery is sustained by using a fault tolerance strategy. Simulation analysis shows that proposed work is doing better in terms of packet delivery ratio and number of dead nodes. Also, network lifetime of the proposed work is found to be 73% of the total time duration while its competitor approach has network lifetime 64%.",4
431,"Field stations and observation systems in cold and arid areas are mostly distributed in harsh natural environments which lead to problems such as the poor real-time data collection, transmission and processing, lower accuracy of data and failure to form integrated network observation, etc. To solve these problems which severely restrict scientific monitoring and research in these areas, a Layered and Heterogeneous Clustering routing algorithm LHC is proposed for field observation instrument networks based on the classical clustering routing algorithm LEACH. First, the LHC algorithm adopts the mechanism of heterogeneous node energy to divide nodes into advanced nodes and normal nodes. The advanced nodes have more initial energy than normal nodes, which increases their probability to be elected as cluster heads (CHs). Then, a hierarchical structure is used to divide the network into several layers, each layer elects a fixed number of CHs, and the distribution of CHs is improved. Finally, by analyzing the influence of the residual energy of the node and the distance between the node and the base station (BS) of the network, the mechanism based on energy and distance factors is introduced into each round of CH election to improve the CH election method. In Matlab experiments, the improved LHC algorithm was compared with LEACH, SEP, and DEEC through analysis and comparison from the aspects of network life cycle, energy consumption and CH number. The experimental results show that the LHC algorithm has the advantages of uniform CH distribution and balanced node energy consumption which effectively improve the energy efficiency and data transmission capacity, and prolong the life cycle of the observing instrument network. The LHC algorithm provides an important routing protocol for observing instrument network and real-time reliable data transmission.",4
432,"The charging issue in Wireless Rechargeable Sensor Networks (WRSNs) is a popular research problem. With the help of wireless energy transfer technology, electrical energy can be transfer from Wireless Charging Equipment (WCE) to the sensor nodes, providing a new paradigm to prolong the network lifetime. Existing research usually takes the periodical and deterministic charging approach, but ignore the limited energy of the WCE and the influences of non-deterministic factors such as topological changes and node failures, making them unsuitable for real networks. In this study, we aim to minimize the number of dead sensor nodes while maximizing energy utilization of WCE under the limited energy of the WCE. Furthermore, the Swarm Reinforcement Learning (SRL) method is firstly introduced to achieve the autonomous planning ability of WCE. Moreover, to solve the problem of insufficient search in existing SRL algorithm, we improve the SRL by firefly algorithm. And a novel charging algorithm, named Swarm Reinforcement Learning based on Firefly Algorithm (SRL-FA), is proposed for the on-demand charging architecture. To evaluate the performance of the proposed algorithm, SRL-FA is compared with the existing swarm reinforcement learning algorithms and classic on-demand charging algorithms in two network scenarios. The Extensive simulation shows that the proposed algorithm can achieve promising performance in energy utilization of WCE, charging success rate and other performance metrics.",4
433,"The use of Unmanned Aerial Vehicles (UAVs) for wireless networks is rapidly growing as key enablers of new applications, including: surveillance and monitoring, military, delivery of medical supplies, telecommunications, etc. In particular, due to their unique proprieties such as flexibility, mobility, and adaptive altitude, UAVs can act as mobile base stations to improve capacity, coverage, and energy efficiency of wireless networks. On the other hand, UAVs can operate as mobile terminals to enable many applications such as item delivery and real-time video streaming. In such context, data-driven Deep Learning-assisted (DL) approaches are gaining a growing interest to not only exploit the huge amount of generated data, but also to optimize the network operations, and hence ensure the QoS requirements of these emerging wireless networks. However, UAVs are resource-constrained devices especially in terms of computing and power resources, and traditional DL-assisted schemes are cloud-centric, which require UAVs' data to be sent and stored in a centralized server. This represents a critical issue since it generates a huge network communication overhead to send raw data towards the centralized entity, and hence may lead to network bandwidth and energy inefficiency of UAV devices. In addition, the transferred data may contain personnel data such as UAVs' localization and identity, which can directly affect UAVs' privacy concerns. As a solution, Federated Deep Learning (FDL), or distributed DL, was introduced, where the basic idea is to keep raw data where it is generated, while sending only users' local trained DL models to the centralized entity for aggregation. Due to its privacy-preserving and low communication overhead and latency, FDL is much more adequate for many UAVs-enabled wireless applications. In this work, we provide a general introduction of FDL application for UAV-enabled wireless networks. We first introduce the FDL concept and its fundamentals. Then, we highlight the possible applications of FDL in UAVs-enabled wireless networks by addressing the suitability and how to use FDL to deal with target challenges. Finally, we discuss about key technical challenges, open issues, and future research directions on FDL-based approaches in such context.",4
434,"The research challenge of current wireless sensor networks (WSNs) is to design energy-efficient, low-cost, high-accuracy, self-healing, and scalable systems for applications such as environmental monitoring. Traditional WSNs consist of low density, power-hungry digital motes that are expensive and cannot remain functional for long periods on a single power charge. In order to address these challenges, a dumb-sensing and smart-processing architecture that splits sensing and computation capabilities is proposed. Sensing is exclusively the responsibility of analog substrate-consisting of low-power, low-cost all-analog sensors-that sits beneath the traditional WSN comprising of digital nodes, which does all the processing of the sensor data received from analog sensors. A low-power and low-cost solution for substrate sensors has been proposed using analog joint source-channel coding (AJSCC) realized via the characteristics of metal-oxide-semiconductor field-effect transistor (MOSFET). Digital nodes (receiver) also estimate the source distribution at the analog sensors (transmitter) using machine learning techniques so as to find the optimal parameters of AJSCC that are communicated back to the analog sensors to adapt their sensing resolution as per the application needs. The proposed techniques have been validated via simulations from MATLAB and LTSpice to show promising performance and indeed prove that our framework can support large-scale high density and persistent WSN deployment.",4
435,"Physical parameter sensing largely benefits the lifetime and operational costs of machines and has been widely used for machine fault detection. Herein, in this article, we developed a multinode sensor network, which is fully self-powered by harvesting mechanical vibration energy, to establish a machine fault detection system. A multilayered vibrational triboelectric nanogenerator (V-TENG) was designed to scavenge energy from working machines. Triggered by a vibration motion with the frequency of 8 Hz, the V-TENG can generate an output with power density of 3.33 mW/m3. With a power management module, the microcontrol unit integrated with sensors and a wireless transmitter can be continuously powered by the V-TENG to construct a self-powered vibration sensor node (SVSN). A supporting vector machine algorithm-based machine fault detection system was then established through a three-SVSN network by acquiring acceleration and temperature data from the working machine. Based on the system, different working conditions of the machine were recognized with an accuracy of 83.6%. The TENG-based SVSN for machine fault detection has demonstrated wide prospects in production monitoring, intelligent manufacturing, and smart factory. Moreover, the proposed self-powered sensor network has great potential and wide application in the era of distributed Internet of Things, artificial intelligence, and big data.",4
436,"In this letter, the capabilities of an incoherent radar sensor network for robust Doppler-based gesture recognition are investigated, and a significant performance boost is demonstrated. A comprehensive dataset is recorded with an incoherent sensor network consisting of three time-synchronized 77GHz frequency-modulated continuous wave radars. Based on this dataset, we show that differential Doppler features obtained from the varying viewing angles result in a significant multistatic gain for classification, particularly for high intraclass variations and low Doppler frequencies. For the most complex dataset, cross-user validation accuracy of a convolutional neural network with optimized data fusion is improved by 7.4% to an overall value of 87.1%, which we regard to be high as gestures are not designed for distinguishability but reflect everyday control and communication signals.",4
437,"This article presents a hybrid robust sequential fusion estimation (HRSFE) method for moving-target localization in mobile asynchronous wireless sensor networks (WSNs). The estimation error or inconsistency, caused by the uncertainties of sampling, communication, and sensor-node position, is considered fully and compensated by incorporating the sensor-node position with uncertainty into the state vector as well as introducing an adaptive fading factor into the cubature Kalman filter (CKF) to maintain the estimation consistency. In addition, a QR-decomposition-based square-root form of the cubature strong localization filter (SR-CSLF) is proposed to improve the accuracy and stability of the CSLF. Moreover, an HRSFE method is designed to estimate the augment state of the WSN-assisted moving-target-localization system, and the proposed estimation method combines the merits of both the SR-CSLF and SR-CKF effectively and is able to deal with the uncertainties of sampling, communication, and sensor-node position in a unified framework. Simulations and experiments of a WSN-assisted moving-target-localization system under various uncertainty settings are employed to demonstrate the effectiveness and superiorities of the proposed method.",4
438,"A stamp-sized, flexible, wireless, generic electrochemical sensor platform was demonstrated for use as a potentiometric pH and amperometric Cl- sensor. The platform combines flexible printed circuit technology with screen-printed electrodes, which enables cheap and easy quantification of biorelevant analytes in many different environments. pH sensors with graphene oxide as the recognition element was constructed on a ferrocyanide modified carbon electrode, to maintain a well-defined redox potential even at high alkalinity. A solid-state reference electrode based on a NaCl-doped polyvinyl butyral membrane ensured applicability towards sample matrices of unknown composition by remaining unsensitive (±7.1 mV) to external Cl- in the range pCl 0-3. The platform was able to linearly (-26.3 mV pH-1, r2 = 0.99) quantify pH in the range of 2-9 with a maximum inter-sensor standard deviation of 0.43 pH units. Secondly, a Cl- sensor combining three unmodified Ag/AgCl electrodes with squarewave amperometry was designed, simulated and tested. A sensitivity of (-147.7 μA pCl-1, r2 = 0.97) was obtained, with a maximum inter-sensor standard deviation of 0.27 pCl units in the range pCl 0-3.",4
439,"With the popularization of smart devices and social platforms (Facebook, Instagram and etc.), content transmission is becoming an increasingly prevalent form of human interaction with transmission time being a critical issue in miscellaneous applications. Extensive works have been devoted to this problem with the typical assumption that the network is non-evolving. In contrast, real-world networks which the transmission runs through are widely observed to be evolving over time and thus display distinctive properties. In this paper, we make the first study of content transmission in evolving networks. Particularly, we focus on the specific transmission time of the content, which is an important performance metric. For a comprehensive analysis, we consider both static and mobile cases. The network evolves in the following sense: each new user randomly chooses a geographic location while establishing social relations with existing users according to the evolving model, called Affiliation Networks. The transmission scheme running on the network exploits both social relationships and geographic information. While revealing the microscopic property of evolving social networks as the basis, in both static and mobile cases we manage to bound the transmission time in evolving networks which departs from results in non-evolving networks. In both cases, we find that the transmission time in evolving networks is smaller than the non-evolving counterpart under our scheme, and the gap is constantly increasing over time. Especially, the mobile case obtains such gain with less geographic knowledge. The theoretical findings are confirmed by experiments on both synthetic and real networks under different settings. We find that transmission time in evolving networks is smaller than non-evolving counterparts under the tested settings, and our proposed algorithms outperform the baselines.",4
440,"This article considers the sensor scheduling for multiple dynamic processes. We consider n linear dynamic processes. The state of each process is measured by a sensor, which transmits its local state estimate over one wireless channel to a remote estimator with certain communication costs. At each time step, only a portion of the sensors are allowed to transmit data to the remote estimator and the packet might be lost due to unreliability of the wireless channels. Our goal is to find a scheduling policy that coordinates the sensors in a centralized manner to minimize the total expected estimation error of the remote estimator and the communication costs. We formulate the problem as a Markov decision process. We develop an algorithm to check whether there exists a deterministic stationary optimal policy. We show the optimality of monotone policies, which saves the computational effort of finding an optimal policy and facilitates practical implementation. Nevertheless, obtaining an exact optimal policy still suffers from the curse of dimensionality when the number of processes is large. We further provide an index-based heuristic to avoid brute-force computation. We derive analytic expressions of the indices and show that this heuristic is asymptotically optimal. Numerical examples are presented to illustrate the theoretical results.",4
441,"Selecting secure and dynamic watchdogs for detecting attacks using a type of intrusion detection system (IDS). The selection procedure of watchdogs in the random ad-hoc wireless sensor network is a load creation job in the absence of a centralised controller. In this type of network, the data processing transmission for the routing process and secure watchdog selection process create overhead in each node. It drains the energy of an individual node easily. Founded on these issues, this work concentrates on the secure selection of concealed watchdogs and maintenance of optimal watchdog availability ratio. In the random ad-hoc wireless sensor network, the secure and authorised watchdogs are selected from the neighbour list of each node on-demand basis to provide security for the network. In addition to this work concentrates on dynamic uncertain conditions to build a secure and authenticated multi-watchdog system in the distributed scenario. The proposed system uses the combination of both customised layer masking techniques and secure routing and monitoring techniques for the protection of random ad-hoc wireless sensor networks.",4
442,"Wireless Body Sensor Networks (WBSNs) are becoming increasing popular in a number of healthcare applications. A particular requirement of WBSNs in a healthcare system is the transmission of time-sensitive and critical data, captured by heterogeneous biosensors, to a base station while considering the constraints of reliability, throughput, delay and link quality. However, the simultaneous communication among various biosensors also raises the possibility of congestion on nodes or transmission links. Consequently, the likelihood of a number of untoward situations increases, such as disruption (high delays), packet losses, retransmissions, bandwidth exhaustion, and insufficient buffer space. The significant level of interference in the network leads to a higher number of collisions and retransmissions. The selection of an optimized route to cope with these issues and satisfy the QoS requirements of a WBSN has not been well-studied in the relevant literature. In this regard, we propose a multi-constraint, Intra-BAN, QoS-Aware Routing Protocol (referred to as MIQoS-RP) which introduces an improved, multi-facet routing metric to optimize the route selection while satisfying the aforementioned constraints. The performance of the proposed protocol is evaluated in terms of average end-to-end delay, throughput and packet drop ratio. The comparison of MIQoS-RP with the existing routing protocols demonstrates its efficacy in terms of the selected criteria. The results show that the MIQoS-RP achieves improved throughput by 22%, average end-to-end delay by 29% and packet drop ratio performance by 41% as compares to existing schemes.",4
443,"This article investigates the problem of estimating biases affecting relative state measurements in a sensor network. Each sensor measures the relative states of its neighbors, and this measurement is corrupted by a constant bias. We analyze under what conditions on the network topology and the maximum number of biased sensors the biases can be correctly estimated. We show that, for nonbipartite graphs, the biases can always be determined even when all the sensors are corrupted, whereas for bipartite graphs, more than half of the sensors should be unbiased to ensure the correctness of the bias estimation. If the biases are heterogeneous, then the number of unbiased sensors can be reduced to two. Based on these conditions, we propose three algorithms to estimate the biases.",4
444,"Accurate sensor localization is a crucial requirement for the deployment of underwater acoustic sensor networks (UASNs) in a large variety of applications. However, the asynchronous clock, stratification effect and mobility characteristics of underwater environment make it challenging to realize accurate node localization for UASNs. This paper develops an autonomous underwater vehicle (AUV) aided localization solution for UASNs, subjected to asynchronous clock, stratification effect and mobility constraints in cyber channels. A hybrid architecture including surface buoys, AUVs, active and passive sensor nodes, is first presented to construct a cooperative location-aware network. Then, an iterative least squares estimator is developed for AUVs to capture the unknown water current parameters, through which the relationship between propagation delay and location estimation can be established. With the assistance of AUVs, two asynchronous localization algorithms are designed to estimate the locations of active and passive sensor nodes. Particularly, motion and ray compensation strategies are jointly employed to improve the localization accuracy. It is worth noticing that, the proposed localization algorithms incorporate the current field estimation into the localization process of UASNs, and more importantly, they can eliminate the influences of asynchronous clock, stratification effect and node mobility together. Moreover, performance analyses for the proposed localization solution are also presented. Finally, simulation and experimental results reveal that the node localization accuracy in this paper can be significantly improved as compared with the other works.",4
445,"Emerging mobile edge techniques and applications such as Augmented Reality (AR)/Virtual Reality (VR), Internet of Things (IoT), and vehicle networking, result in an explosive growth of power and computing resource consumptions. In the meantime, the volume of data generated at the edge networks is also increasing rapidly. Under this circumstance, building energy-efficient and privacy-protected communications is imperative for 5G and beyond wireless communication systems. The recent emerging distributed learning methods such as federated learning (FL) perform well in improving resource efficiency while protecting user privacy with low communication overhead. Specifically, FL enables edge devices to learn a shared network model by aggregating local updates while keeping all the training processes on local devices. This paper investigates distributed power allocation for edge users in decentralized wireless networks with aim to maximize energy/spectrum efficiency while preventing privacy leakage based on a FL framework. Due to the dynamics and complexity of wireless networks, we adopt an on-line Actor-Critic (AC) architecture as the local training model, and FL performs cooperation for edge users by sharing the gradients and weightages generated in the Actor network. Moreover, in order to resolve the over-fitting problem caused by data leakages in Non-independent and identically distributed (Non-i.i.d) data environment, we propose a federated augmentation mechanism with Wasserstein Generative Adversarial Networks (WGANs) algorithm for data augmentation. Federated augmentation empowers each device to replenish the data buffer using a generative model of WGANs until accomplishing an i.i.d training dataset, which significantly reduces the communication overhead in distributed learning compared to direct data sample exchange method. Numerical results reveal that the proposed federated learning based cooperation and augmentation (FL-CA) algorithm possesses a good convergence property, high robustness and achieves better accuracy of power allocation strategy than other three benchmark algorithms.",4
446,"Wireless big data raises the demands on the networking schemes to support the efficient group data sharing over heterogeneous wireless technologies, which take many-to-many data delivery as the foundation. Information-centric networking (ICN) approach is a promising networking technology to support big data delivery, which has the potential to establish the harmony between networking and wireless big data sharing. However, the existing ICN schemes have not carefully addressed the many-to-many communications. To address this issue, we propose an efficient and secure many-to-many wireless big data delivery scheme (MWBS) to provide group-based data dissemination and retrieval with name-integrated forwarding. In MWBS, a bi-directional tree is securely constructed for each group through the procedures of group initiation, join, leave, publication, and multi-level inter-zone routing. Especially, Designated Forwarding and Cacheable Nodes (DFCNs) are introduced to act as the roots for the construction of such bi-directional trees. The implementation details of MWBS are provided for function verifications. To effectively deploy MWBS, we investigate the impacts to the MWBS performance from the number and locations of DFCNs, which show that the optimized number of DFCNs can reduce the total traffic cost and the DFCN close to users is preferred to be selected for a group. Finally, simulations are performed to evaluate the performance of MWBS, which show that MWBS can reduce the control packet overhead and the state storage overhead compared to the existing ICN schemes.",4
447,"Fuzzy logic techniques have been successfully employed in wireless body area networks (WBANs) for media access control (MAC). However, most of the existing research work considered only single-level fuzzy logic controls (FLCs) for either contention-based or contention-free MAC, neglecting the importance of utilizing both contention-based and contention-free MAC to improve the reliability and performance of the network. This paper introduces a two-level FLC control scheme at both the coordinator level and the sensor level to further enhance communication quality in WBANs. The sensor-level FLC controls contention-based channel access and the coordinator-level FLC controls contention-free channel access. This two-level FLC architecture can effectively improve the cooperation between sensors and the coordinator such that both the performance and reliability of the network can be significantly improved. We also proposed a cooperative co-evolutionary approach to design of our proposed two-level control scheme automatically. With the goal of effectively designing useful FLCs, we have particularly developed two new collaborator selection methods for our cooperative co-evolutionary approach, which enable us to effectively select collaborators while evaluating the candidate FLC design in each subpopulation. Specifically, we demonstrate that, by employing network knowledge, our collaborator selection methods can judge the suitability of potential collaborator designs and notably improve the effectiveness of our evolutionary design approach. Empirically the FLCs designed by our approach clearly outperformed several state-of-the-art MAC schemes from recent literature and the IEEE 802.15.4 standard.",4
448,"Monitoring the road condition has gain significant importance in last few years. Among existing road monitoring technologies, wireless sensor network (WSN) is favored by researchers because of its low cost and flexibility in deployment. Specifically, it can collect road condition data spontaneously and transmit the information to a fusion center that can determine the damage level or status of the road surface. However, there is a big challenge preventing the wide deployment of WSN that the sensor nodes can only survive for a limited time in practice. It is because majority of the power has been spent on the continuous wireless transmission of the extensive road data to the fusion center. In this study, we propose a low-power temperature data transmission scheme based on compressed sensing in combination with self-powered road surface wireless monitoring sensor system to realize data sparseness and compression and reduce system power consumption. Experimental results show that the compressed data can reduce the power consumption requirement by 50.78% under the allowable reconstruction error by comparison with the existing approaches.",4
